,numClaims,numSales,dollarPerClaim,dollarPerSale,claimRatio,INVENTORY_STYLE_CD,INVENTORY_SIZE_CD,INVENTORY_BACKING_CD,INVENTORY_COLOR_CD,Claims,Pred,Score,Index
18884,-0.31377650883112973,-0.11524268815672167,-0.23464245150244195,-0.20396384067620013,-0.03181991524204343,0.054358079424691244,-0.30702924835969614,1.0532655033467848,1.146168182841031,1,1,0.848502926664423,val
12108,0.7228386387743682,-0.07495747741328676,-0.2051243742047085,-0.1985657600244409,-0.031779988211719214,-1.0810416251618828,-0.30702924835969614,-0.8345737113464283,-0.7175501212896916,1,0,0.3461151457412184,val
14776,-0.31377650883112973,-0.1823847060624465,1.191673207239883,1.7621614902329685,-0.031705124632834154,1.8881511274799854,-0.30702924835969614,-0.8345737113464283,4.245756426235745,0,0,0.0012047238465375527,val
7879,-0.31377650883112973,-0.16895630248130156,-0.2569278924935895,-0.07930013256818225,-0.031831995095125666,-0.8114862996125524,-0.30702924835969614,-0.8345737113464283,0.22091796093216165,0,1,0.9739643904553514,val
9102,0.20453106497161921,-0.0615290738321418,-0.1820699818906653,-0.20784885906610587,-0.031779582248842905,0.3075767185770927,-0.30702924835969614,-0.8345737113464283,-0.47301970549949046,0,0,0.4331611712136391,val
1786,2.277761360182615,0.09961176914159782,-0.21117584358023764,-0.05252357606687317,-0.03182192502215485,0.29532420377939583,-0.30702924835969614,0.10934589600017826,0.24074475140163742,1,1,0.8558780634540687,val
2734,-0.31377650883112973,-0.16895630248130156,-0.05588540268286352,-0.17064472204565995,-0.03162832413044738,-0.5664360036586155,-0.30702924835969614,0.7386256342312493,-0.47301970549949046,0,0,0.08052205271551525,val
16964,-0.31377650883112973,-0.11524268815672167,-0.21736101949892536,-0.20229190526686877,-0.03181129873806112,-0.16210301533461965,-0.30702924835969614,1.0532655033467848,1.146168182841031,0,1,0.8037233037180963,val
27423,0.7228386387743682,0.46217866583251194,-0.2559791863159911,-0.1839257630455111,-0.03183280386784806,-0.9340114475895208,1.4462715419618932,-0.5199338422308928,-0.5060643562819501,1,1,0.9299427491979572,val
28019,-0.31377650883112973,-0.12867109173786664,-0.22381721469700308,-0.23346123257850512,-0.031783995822234276,0.5077011269394744,-0.30702924835969614,1.0532655033467848,-0.6316340292552967,1,1,0.8980966989778949,val
27422,0.7228386387743682,0.46217866583251194,-0.2559791863159911,-0.1839257630455111,-0.03183280386784806,-0.9340114475895208,1.4462715419618932,-0.5199338422308928,-0.5060643562819501,1,1,0.9299427491979572,val
20632,0.7228386387743682,-0.14209949531901162,0.04839682419790283,-0.1717375464786254,-0.03136262570309185,-0.21111307452540704,-0.30702924835969614,0.10934589600017826,0.4456215862528871,0,1,0.6835520201881821,val
14605,-0.31377650883112973,-0.12867109173786664,-0.07387753212117751,0.13816955325665523,-0.031816644340717314,-0.6644561220401902,-0.30702924835969614,1.0532655033467848,-0.017003524701547652,1,1,0.6779850504681273,val
20446,-0.31377650883112973,-0.14209949531901162,-0.1768878824451343,-0.2248538563882958,-0.03172635641645727,0.24631414458860845,-0.30702924835969614,1.0532655033467848,0.809112744859943,1,1,0.9607400224691782,val
13991,0.20453106497161921,-0.14209949531901162,-0.20661608983922178,-0.2447405949359984,-0.03151009096530133,1.634932488327584,-0.30702924835969614,-0.8345737113464283,-0.5919804483163451,1,1,0.8974838561649434,val
21856,0.20453106497161921,-0.15552789890015659,-0.20634229656516048,-0.23596438302193715,-0.031562463264022164,1.9616662162661664,-0.30702924835969614,0.4239857651157138,2.6926578394601415,1,0,0.24388579104491184,val
18013,-0.31377650883112973,-0.16895630248130156,-0.1808042081221327,-0.14135552029786103,-0.031773702451102045,1.5655015711406353,-0.30702924835969614,-0.8345737113464283,1.3774807383182484,1,0,0.4474922501832242,val
