,numClaims,numSales,dollarPerClaim,dollarPerSale,claimRatio,INVENTORY_STYLE_CD,INVENTORY_SIZE_CD,INVENTORY_BACKING_CD,INVENTORY_COLOR_CD,Claims,Pred,Score,Index
24317,0.17619006105746052,0.5397860153055399,-0.4505718569347905,-0.3150292496553072,-0.07902413477015764,2.2975824768519137,2.5066989401395494,0.9224496163355574,1.8579798567628176,1,1,0.5013525610680505,val
29645,-0.23382897440824527,-0.041758792844886934,-0.05969211040419922,-0.3490693816194973,-0.01803416723397752,-0.881132884344608,-0.4411195977155063,0.08033576420595212,0.5221077945162778,0,1,0.50109057333711,val
24906,-0.23382897440824527,-0.041758792844886934,-0.22896270068652533,-0.3319672042954432,-0.06615786941233112,-0.7518500775302885,-0.4411195977155063,-0.9531675997712908,0.03588965421330927,0,1,0.5012082635206054,val
17343,2.2262852383859895,-0.041758792844886934,-0.32566941689325457,-0.23016497258194038,-0.06723050635608821,-0.4029917099360932,-0.4411195977155063,-0.9531675997712908,0.8020515722664717,1,1,0.501102467714185,val
23411,-0.23382897440824527,-0.6233036009953138,-0.43782474794120374,-0.33442560397743903,-0.07797742617154194,0.2926729172076259,-0.4411195977155063,-0.9531675997712908,0.11938165810371801,1,1,0.501250684027197,val
30893,-0.23382897440824527,-0.041758792844886934,0.9447375909415153,-0.354591396531757,0.34588781600403057,0.4383725883793193,2.303401109942649,-0.11105374764168546,-2.8544070686987815,0,1,0.5016201244439179,val
16151,-0.23382897440824527,-0.041758792844886934,-0.17738726889742215,-0.34533969441978013,-0.04709495870349826,1.0704218661382146,-0.4411195977155063,1.994230882682328,-0.4552397804361539,0,0,0.500982178104792,val
4335,-0.23382897440824527,0.5397860153055399,-0.36573110636843625,9.444581106775267,-0.08081673448490359,-0.07260231474394341,-0.4411195977155063,-0.9531675997712908,0.9076444007161063,1,1,0.5021143553294782,val
18053,-0.23382897440824527,0.5397860153055399,-0.27234713107298436,-0.32470593981843154,-0.07207769238157477,-0.13416555608409553,-0.4411195977155063,0.08033576420595212,0.1341155411432019,1,1,0.5012230489008769,val
25532,-0.23382897440824527,-0.041758792844886934,-0.475461005060287,-0.27716193680238344,-0.08079162867382914,-0.26550047094308676,-0.4411195977155063,-0.9531675997712908,0.578587679500966,1,0,0.5003742110480047,val
21820,-0.23382897440824527,0.5397860153055399,0.6140397961583315,2.9775322743781176,-0.08033960749532786,-0.17315560893285856,-0.4411195977155063,0.11861366657547963,0.49264002843731,1,1,0.5014578717296125,val
21606,-0.23382897440824527,0.5397860153055399,-0.4599278636497757,-0.16798792790441255,-0.0806951574311938,2.4330216078002485,-0.746066343010857,2.070786687421383,1.2416124162777413,1,0,0.5009284686194565,val
6193,-0.23382897440824527,-0.041758792844886934,-0.38136358452189756,-0.3159085960027188,-0.07721675526750565,-0.8606118038978907,-0.4411195977155063,-0.9531675997712908,0.8806322818103859,0,0,0.50084576480716,val
25553,-0.23382897440824527,-0.041758792844886934,-0.38756329934173006,-0.32490777205435517,-0.07658529341532111,-0.23266674222833894,-0.4411195977155063,0.11861366657547963,0.578587679500966,1,0,0.5009329061632186,val
4836,-0.23382897440824527,-0.041758792844886934,0.2767087247425404,-0.2825705059830271,-0.06466441503652184,0.9944938684853603,-0.9832471449072407,2.109064589790911,-1.1993008739300905,1,1,0.5010947060744402,val
25054,0.17619006105746052,-0.041758792844886934,-0.2994894813140065,-0.3334774671770544,-0.058617221210756985,-1.390055679423199,-0.4411195977155063,-0.9531675997712908,-0.08689270444905652,1,1,0.5011270107643392,val
26049,-0.23382897440824527,-0.041758792844886934,-0.26620161320225527,-0.3319783706685202,-0.06835121886785127,0.1346605977679021,0.6092525249684791,-0.9531675997712908,-0.09671529314204577,1,1,0.5012861314974681,val
18930,-0.23382897440824527,-0.041758792844886934,0.4137751654143343,-0.1936964719482602,-0.07192933841026773,2.2237065872437314,2.5066989401395494,0.88417171396603,-1.4546881799478113,1,0,0.5010268801180008,val
2279,-0.23382897440824527,1.1213308234559667,-0.4084698241335971,-0.32889488919765164,-0.07776882488253314,0.9247221949665211,-0.4411195977155063,1.994230882682328,1.9291936247869896,1,1,0.5010620471328505,val
6729,0.17619006105746052,-0.041758792844886934,-0.03780572048180194,-0.06784874784207927,-0.07583056635224067,-0.17931193306687376,-0.4411195977155063,0.08033576420595212,0.08254695050500827,1,1,0.5010980400010412,val
10135,-0.23382897440824527,-0.041758792844886934,-0.3258642136933939,-0.2814578851991257,-0.07762776198515789,-1.2320433599834753,0.6092525249684791,-0.9531675997712908,0.10955906941072874,0,1,0.5010643680213933,val
17677,-0.23382897440824527,0.5397860153055399,-0.25541872159954143,-0.1998692791869926,-0.07873867744391108,-0.7539021855749604,-0.4411195977155063,-0.9531675997712908,0.546664266248751,0,1,0.5011566703975949,val
425,-0.23382897440824527,-0.041758792844886934,-0.05301377299773784,-0.24879019575689681,-0.07449391034310687,1.1812357005504883,1.4563268174555641,1.4966181518784705,-0.6050342580042402,0,0,0.5008780955897519,val
16423,-0.23382897440824527,-0.041758792844886934,-0.3766268841666893,0.12000776839940604,-0.08048439902557247,-0.9016539647913254,-0.4411195977155063,-0.9531675997712908,0.12920424679670728,1,1,0.5011261477569099,val
30538,-0.23382897440824527,-0.041758792844886934,-0.25851631219071186,-0.35107768096872155,-0.0406129358320062,-0.5671603535098322,-0.4411195977155063,0.08033576420595212,-0.005856347731895097,1,0,0.5010194866495912,val
2519,-0.23382897440824527,-0.041758792844886934,-0.2690960031294339,-0.16404660874082688,-0.07906618811021437,0.12645216558921515,-0.4411195977155063,-0.9531675997712908,0.7136482740295684,1,1,0.5013356633595936,val
27132,-0.23382897440824527,0.5397860153055399,-0.18107186219337518,-0.33829370903621425,-0.0603125889368745,-0.8093091027810972,-0.4411195977155063,0.08033576420595212,-1.9679184391565003,0,1,0.5012377987083567,val
19131,-0.23382897440824527,-0.041758792844886934,-0.047690042377640636,-0.3475324168127752,-0.024110278069680594,-0.25523993071972806,-0.4411195977155063,-0.6469443808150707,0.09482518637124485,1,1,0.5012359052544149,val
5709,-0.23382897440824527,-0.041758792844886934,-0.4296337258684797,-0.3141781389850482,-0.07909943304105582,2.1354659413228467,1.185263043859697,2.223898296899493,-0.7155383808003694,1,0,0.5009931120117339,val
10389,-0.23382897440824527,-0.041758792844886934,-0.2746996755296066,-0.08168759476574955,-0.07962252851963249,-0.6574531074753887,-0.4411195977155063,0.08033576420595212,-0.07215882140957262,1,1,0.5013386986957201,val
32312,-0.23382897440824527,-1.7863932172961674,-0.4236688197095894,-0.3489307832379618,-0.06940434347546169,1.4623745026705164,-0.4411195977155063,-0.9531675997712908,0.5073739114767939,1,0,0.5008608393186924,val
1374,0.5862090965231663,-0.041758792844886934,4.1696646926035505,-0.15664302875667213,0.033083513795220565,1.638855794512286,1.4563268174555641,2.0325087850518555,0.9076444007161063,1,0,0.500885047727653,val
5179,-0.23382897440824527,-0.041758792844886934,-0.13067947552871434,-0.27715698090510943,-0.0738827572092568,0.13260848972323036,-0.4411195977155063,-0.9531675997712908,0.4017810830271593,1,1,0.5010437975571704,val
6374,-0.23382897440824527,-0.041758792844886934,-0.11760272871581398,-0.15730755590928003,-0.07788302016964198,-1.1417506060179188,-0.4411195977155063,0.11861366657547963,-0.08198141010256188,0,0,0.500944732745798,val
11090,-0.23382897440824527,-0.041758792844886934,-0.4565367630936808,-0.3041527176966462,-0.08020913055195877,2.1190490769654726,1.185263043859697,2.223898296899493,-1.061784632228241,0,0,0.5009623663230118,val
24870,-0.23382897440824527,-0.041758792844886934,-0.45996398805915145,-0.3211878374862382,-0.08008213713726682,2.4309694997555766,2.9471775722328335,2.070786687421383,-2.994378957573878,0,0,0.5008395665561814,val
4106,0.17619006105746052,-0.041758792844886934,-0.4527528173369046,-0.3401876397356961,-0.07669566069023562,0.5943327997743714,2.303401109942649,-0.11105374764168546,0.8830879289836332,1,1,0.5010753162943562,val
1273,-0.23382897440824527,-0.041758792844886934,-0.4688007193081603,-0.2861433209331389,-0.08063681728539081,0.37270513094982366,-0.4411195977155063,2.1473424921604383,0.5491199134219983,0,1,0.5011892243733961,val
19759,-0.23382897440824527,-0.041758792844886934,-0.4130800925010036,-0.3514457218789983,-0.06849060550892896,0.29677713329696936,-0.4411195977155063,-0.9531675997712908,0.07518000898526632,1,1,0.5010335867564216,val
30396,-0.23382897440824527,-0.041758792844886934,-0.35126812754715475,-0.34902878258446135,-0.06192194582523978,0.8056999283755604,-0.4411195977155063,-0.9531675997712908,0.5736763851544714,0,0,0.5009145249156091,val
4696,-0.23382897440824527,-0.041758792844886934,-0.09631240877318276,-0.15342559658123062,-0.07776718391576506,-0.3270637122832389,-0.4411195977155063,-0.6469443808150707,0.5073739114767939,1,1,0.5011027408883008,val
7282,-0.23382897440824527,-2.9494828335970213,-0.06127703699918675,-0.35411529646334966,0.14919932990968815,0.04847205989168912,-0.4411195977155063,-0.9531675997712908,0.1341155411432019,1,1,0.5014755538024439,val
29974,-0.23382897440824527,-0.041758792844886934,-0.06597311375766042,-0.3255259359765461,-0.061058606695428015,-0.34758479272995624,-0.4411195977155063,-0.6469443808150707,0.08009130333176095,0,1,0.5011911862862711,val
3239,0.17619006105746052,-0.041758792844886934,-0.19851503933290243,1.4491760093190436,-0.0803210783332007,0.1018268690531543,-0.4411195977155063,0.11861366657547963,0.5810433266742133,1,1,0.5011441852565023,val
31726,-0.23382897440824527,-2.9494828335970213,-0.4235694793063128,-0.35675760737101,-0.027635129183189243,1.5444588244573858,-0.0684069090211889,2.109064589790911,1.214600297372021,1,1,0.5013005871331653,val
11449,-0.23382897440824527,0.5397860153055399,-0.4378382937334663,-0.34197377768347864,-0.07752646310848997,2.1682996700375945,2.235635166543682,-0.9148896974017633,-2.7807376535013617,1,1,0.5013359470178755,val
9611,-0.23382897440824527,-0.6233036009953138,-0.14126368632487493,-0.34877102287189893,-0.026151746725815044,-0.09517550323533251,-0.4411195977155063,0.08033576420595212,0.8315193383454396,1,1,0.5013758709512358,val
26598,-0.23382897440824527,-0.041758792844886934,-0.4473929829775114,0.2263755206096076,-0.08074841501633975,1.0806824063615732,-0.4411195977155063,1.994230882682328,0.9665799328740419,1,0,0.5007145890814468,val
6844,-0.23382897440824527,0.5397860153055399,-0.2598483748100958,0.13848115068966754,-0.08017393671529063,-0.7518500775302885,-0.4411195977155063,-0.9531675997712908,0.12920424679670728,1,1,0.5013049302136688,val
12564,0.17619006105746052,-0.041758792844886934,-0.27731638360542893,-0.30750955164754984,-0.06817918929974588,-1.3921077874678707,0.6092525249684791,-0.9531675997712908,0.4950956756105573,1,1,0.5010457310950691,val
16338,-0.23382897440824527,-0.041758792844886934,0.09998764555462634,-0.3368395191759694,-0.0396076706518956,-0.8298301832278147,-0.4411195977155063,0.08033576420595212,0.06781306746552437,1,1,0.5012497210828863,val
5090,-0.23382897440824527,-0.041758792844886934,-0.012663737878628015,-0.30248602260416735,-0.06742462688409033,0.18185908279535207,-0.4411195977155063,0.11861366657547963,0.06290177311902974,1,1,0.5011474218591839,val
13612,-0.23382897440824527,1.1213308234559667,-0.445785481210424,-0.34753148420112406,-0.07733876774809592,2.2975824768519137,2.5066989401395494,0.9224496163355574,1.8579798567628176,1,0,0.5009860073076889,val
15363,-0.23382897440824527,-0.041758792844886934,-0.3690228716887745,-0.10980735901910742,-0.08011295702626071,-0.42351279038281053,-0.4411195977155063,0.08033576420595212,-0.12127176487451893,1,0,0.5009165902595835,val
16074,-0.23382897440824527,-0.041758792844886934,-0.28624567891656977,-0.18734851056682994,-0.07899281478223992,0.0854100046957804,-0.4411195977155063,-0.9531675997712908,-0.08198141010256188,1,1,0.5013083981270638,val
25877,-0.23382897440824527,-0.041758792844886934,-0.20252927906070226,-0.3488916871113201,-0.040153257258639566,0.019742547266284795,-0.4411195977155063,0.08033576420595212,0.1537607185291804,1,0,0.5010278189337473,val
25661,0.17619006105746052,-0.041758792844886934,-0.07669956226260466,-0.3432696554510527,-0.0017839107368553544,-0.2367709583176824,-0.4411195977155063,0.08033576420595212,0.5245634416895251,1,1,0.5014054946391893,val
16508,-0.23382897440824527,-0.041758792844886934,-0.35098817198702603,-0.30410121131842854,-0.07707762539235694,-0.11159236759270642,-0.4411195977155063,-0.9531675997712908,-0.07215882140957262,1,1,0.5010894360170383,val
12138,-0.23382897440824527,2.2844204397568206,-0.44587579223386337,1.7290681585678487,-0.0808159572629118,2.250383991824464,2.5066989401395494,0.88417171396603,-2.891241776297491,1,1,0.5018376613424874,val
28570,0.17619006105746052,1.1213308234559667,-0.3942822879050324,0.9689679124623789,-0.08066031219569586,-0.2141977698262933,-0.4411195977155063,0.08033576420595212,0.7750394533607513,1,0,0.5005978366626147,val
23546,-0.23382897440824527,-0.041758792844886934,-0.008328918993964984,-0.2755456713975935,-0.07161016262306472,-0.16084296066482812,-0.4411195977155063,0.08033576420595212,0.07518000898526632,1,1,0.5011052057767118,val
30907,0.17619006105746052,-3.531027641747448,-0.3239586941614899,-0.3555328578508639,0.19676168917817444,-1.4516189207633512,0.6092525249684791,-0.9531675997712908,0.578587679500966,1,1,0.5015114687509794,val
21308,-0.23382897440824527,-0.041758792844886934,0.12260556337941558,-0.28138320656822585,-0.0681619027450982,-0.32090738814922365,-0.4411195977155063,-0.9531675997712908,0.03588965421330927,1,1,0.5012271125512806,val
13859,-0.23382897440824527,-0.041758792844886934,-0.10332488490882319,-0.33308798920230986,-0.057825637999054005,0.9985980845747037,-0.0684069090211889,2.109064589790911,-2.549906819216114,0,1,0.5011388507062678,val
21795,-0.23382897440824527,0.5397860153055399,0.3748700515500414,2.9775322743781176,-0.08044792253741045,-0.3783664134000323,-0.4411195977155063,0.11861366657547963,-0.16792906116621795,1,1,0.5013604823444295,val
22314,-0.23382897440824527,-0.041758792844886934,-0.14601843854973118,-0.22453907419829627,-0.07676829774970127,0.2208491356441151,-0.4411195977155063,0.08033576420595212,0.445982732145611,1,0,0.5010230501069955,val
4728,-0.23382897440824527,-0.041758792844886934,-0.3493580881578122,0.04181362433152186,-0.08030359110462051,-0.8934455326126385,-0.4411195977155063,-0.9531675997712908,0.07272436181201901,0,1,0.5013025864665082,val
15118,-0.23382897440824527,-1.7863932172961674,-0.3420385510974647,-0.34464663385357613,-0.06004598825002382,0.9985980845747037,-0.0684069090211889,2.109064589790911,-2.734080357209663,1,1,0.5011151400420172,val
16918,-0.23382897440824527,-0.041758792844886934,-0.3148555634796548,-0.3464737522681494,-0.06102712609041213,-0.7415895373069299,-0.4411195977155063,0.08033576420595212,-0.12127176487451893,1,1,0.501098652753074,val
15556,-0.23382897440824527,-0.041758792844886934,-0.47093201080051605,-0.0701276366857887,-0.08079589451260309,-0.17725982502220203,-0.4411195977155063,0.08033576420595212,0.5147408529965358,1,0,0.5007535043504361,val
25888,-0.23382897440824527,-0.041758792844886934,-0.4146017962120636,-0.3293946067588824,-0.07742768772893555,-0.7518500775302885,-0.4411195977155063,-0.9531675997712908,-0.0697031742363253,1,1,0.5011339258410298,val
17567,-0.23382897440824527,1.1213308234559667,-0.2922105816304468,-0.3167987184288014,-0.07490710404375392,1.0560571098255123,-0.4411195977155063,1.994230882682328,2.0446090419296135,1,1,0.5010918262621672,val
29689,-0.23382897440824527,-0.041758792844886934,-0.44574935680104827,-0.26801766655927256,-0.08025952871968184,2.1354659413228467,1.185263043859697,2.223898296899493,-0.7302722638398532,1,0,0.5010025461616551,val
28926,0.17619006105746052,-0.041758792844886934,-0.4567738247933158,-0.34516768608593107,-0.0762120611110456,2.2975824768519137,2.5066989401395494,0.9224496163355574,1.8579798567628176,1,1,0.5011535800862743,val
19903,-0.23382897440824527,-0.6233036009953138,-0.0067846159957119295,-0.3554316003947365,0.10415115503480855,-0.2757610111664454,-0.4411195977155063,-0.9531675997712908,-0.0697031742363253,1,1,0.5015911020139467,val
22584,-0.23382897440824527,0.5397860153055399,0.16467595545603228,-0.24720593146712413,-0.07223731293120968,-1.1130210933925144,-0.4411195977155063,0.08033576420595212,0.1365711883164492,0,0,0.5009818678090142,val
2004,-0.23382897440824527,-0.041758792844886934,-0.45656385640071256,1.8143790692047657,-0.08081791162094738,-0.14442609630745423,-0.4411195977155063,-0.9531675997712908,0.8560758100779127,1,1,0.5018850404565789,val
31354,-0.23382897440824527,0.5397860153055399,-0.29695632170053216,-0.24356979576541013,-0.07849178137175074,-0.17725982502220203,-0.4411195977155063,0.08033576420595212,-0.0697031742363253,1,1,0.5010797217799008,val
11128,-0.23382897440824527,-0.041758792844886934,-0.3618568582007539,0.8602694201771968,-0.08067631990476504,-0.4132522501594519,-0.4411195977155063,0.11861366657547963,0.578587679500966,1,0,0.5008571069308503,val
2989,0.5862090965231663,1.1213308234559667,1.1734811819634636,-0.10204575238687325,-0.054241887367730245,0.03821151966833043,-0.4411195977155063,0.11861366657547963,0.045712242906298536,1,0,0.5008732250325659,val
